Fuel_Type_Code,Station_Name,Street_Address,Intersection_Directions,City,State,ZIP,Plus4,Station_Phone,Status_Code,Expected_Date,Groups_With_Access_Code,Access_Days_Time,Cards_Accepted,BD_Blends,NG_Fill_Type_Code,NG_PSI,EV_Level1_EVSE_Num,EV_Level2_EVSE_Num,EV_DC_Fast_Count,EV_Other_Info,EV_Network,EV_Network_Web,Geocode_Status,Latitude,Longitude,Date_Last_Confirmed,ID,Updated_At,Owner_Type_Code,Federal_Agency_ID,Federal_Agency_Name,Open_Date,Hydrogen_Status_Link,NG_Vehicle _Class,LPG_Primary,E85_Blender_Pump,EV_Connector_Types,Country,Intersection_Directions_(French),Access_Days_Time(French),BD_Blends(French),Groups_With_Access_Code(French),Hydrogen_Is_Retail,Access_Code,Access DetailCode,Federal_Agency_Code,Facility_Type,CNG_Dispenser_Num,CNG_On-Site_Renewable_Source,CNG_Total_Compression_Capacity,CNG_Storage_Capacity,LNG_On-Site_Renewable_Source,E85_Other_Ethanol_Blends,EV_Pricing,EV_Pricing(French),LPG_Nozzle_Types,Hydrogen_Pressures,Hydrogen_Standards,CNG_Fill_Type_Code,CNG_PSI,CNG_Vehicle_Class,LNG_Vehicle_Class,EV_On-Site_Renewable_Source,Restricted_Access,RD_Blends,RD_Blends(French),RD_Blended_with_Biodiesel,RD_Maximum_Biodiesel_Level,NPS_Unit_Name,CNG_Station_Sells_Renewable_Natural_Gas,LNG_Station _Sells _Renewable_Natural_Gas,Maximum_Vehicle_Class,EV_Workplace_Charging,Funding_Sources
ELEC,Avista Corp,1411 E Mission Ave,NULL,Spokane,WA,99252,,509-489-0500,E,,Public,24 hours daily; Drivers must bring their own J1772 cordset for Level 1 charging,,,,,1,2,,,Non-Networked,,GPS,47.673347,-117.388933,2023-06-12,35620,2025-06-03 18:41:37 UTC,P,,,2010-04-15,,,,,J1772 NEMA520,US,,,,Public,,public,,,OFFICE_BLDG,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,Steam Plant Parking,130 S Post St,NULL,Spokane,WA,99201,,800-227-9187,E,,Public,24 hours daily,,,,,,6,,,Non-Networked,,GPS,47.65579218,-117.4236637,2023-04-06,35621,2025-06-03 18:41:37 UTC,P,,,2010-04-15,,,,,J1772,US,,,,Public,,public,,,RESTAURANT,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,Kum & Go #4110,2110 Guthrie Ave,NULL,Des Moines,IA,50317,,515-265-2535,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,200-9,41.615759,-93.57875,2024-05-09,35840,2025-10-08 20:22:37 UTC,P,,,2010-05-15,,,,,J1772,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,Kum & Go #570,5800 Northglenn Dr,NULL,Johnston,IA,50131,,515-276-1730,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,200-9,41.682385,-93.698315,2024-05-09,35841,2025-10-08 20:22:37 UTC,P,,,2010-05-15,,,,,J1772,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,Element Hotels - Ewing,1000 Sam Weinroth Rd,NULL,Ewing,NJ,8628,,609-671-0050,T,01/12/2024,TEMPORARILY UNAVAILABLE (Public),24 hours daily; for guest use only,,,,,,2,,,Non-Networked,,GPS,40.286518,-74.807516,2024-10-11,36368,2025-02-12 00:16:32 UTC,P,,,2010-05-15,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,public,,,HOTEL,,,,,,,Free,,,,,,,,,,TRUE,,,,,,,,LD,FALSE,
ELEC,Lane Community College,4000 E 30th Ave,Under solar canopy; Lot B,Eugene,OR,97405,,541-463-5558,E,,Public,Drivers must bring their own J1772 cordset for Level 1 charging; 3 hour limit,,,,,20,20,,,Non-Networked,,200-9,44.009797,-123.033213,2025-05-12,36371,2025-05-12 16:15:59 UTC,LG,,,2010-09-05,,,,,J1772 NEMA520,US,,,,Public,,public,,,COLLEGE_CAMPUS,,,,,,,Free,,,,,,,,,SOLAR,FALSE,,,,,,,,LD,TRUE,
ELEC,BROOKFIELD PROP 300 CLAY STAT1,300 Clay St Allen Ctr Garage,1st floor garage,Houston,TX,77002,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,29.756604,-95.372854,2025-10-20,36378,2025-10-20 01:25:05 UTC,,,,2015-10-02,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,Hudson Valley Community College - TEC-SMART Building,345 Hermes Rd,NULL,Malta,NY,12020,,518-629-7075,E,,Public,7am-10pm M-Sat; Drivers must bring their own J1772 cordset for Level 1 charging,,,,,1,,,,Non-Networked,,GPS,42.97167,-73.774182,2023-03-08,36532,2024-01-31 22:07:01 UTC,SG,,,2010-10-15,,,,,NEMA520,US,,,,Public,,public,,,COLLEGE_CAMPUS,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,Goleta Mechanics Bank,5956 Calle Real,NULL,Goleta,CA,93117,,805-967-0451,T,01/05/2025,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,1,,,Non-Networked,,200-9,34.44198,-119.829553,2025-01-13,36610,2025-02-12 00:16:32 UTC,P,,,2010-07-15,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,public,,,BANK,,,,,,,Free,,,,,,,,,SOLAR,FALSE,,,,,,,,LD,FALSE,
ELEC,City of Spartanburg - Municipal Parking Garage,100 Dunbar St,Located in the parking garage between Magnolia and N Church Street,Spartanburg,SC,29306,,864-596-2026,E,,Public,24 hours daily; pay lot,,,,,,2,,,Non-Networked,,200-9,34.950136,-81.93279,2025-10-13,36709,2025-10-13 20:52:30 UTC,LG,,,2010-12-15,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,City of Spartanburg - Municipal Parking Garage,130 E Saint John St,NULL,Spartanburg,SC,29306,,864-596-2026,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,200-8,34.951926,-81.931714,2025-10-13,36710,2025-10-13 20:52:30 UTC,LG,,,2010-12-15,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,City of Union Town Hall,101 Sharpe Ave,Sharpe Ave and N Herndon St,Union,SC,29379,,864-429-1700,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,200-9,34.715982,-81.624616,2024-06-13,36711,2025-02-12 00:16:32 UTC,LG,,,2010-12-15,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,Propark America - Omni Hotel Chapel Square Garage,155 Temple St,Located on first floor of garage,New Haven,CT,6510,,203-781-8030,E,,Public,24 hours daily; pay lot,,,,,,2,,,Non-Networked,,200-9,41.305794,-72.927405,2025-06-06,36924,2025-06-06 18:42:11 UTC,P,,,2010-12-15,,,,,J1772 TESLA,US,,,,Public,,public,,,PARKING_GARAGE,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,New London Parking Authority - Water Street Public Parking Garage,160 Water St,Located outside off entrance from Water St and inside upon entering garage,New London,CT,6320,,860-443-1775,E,,Public,Restricted to garage hours; pay lot; Drivers must bring their own J1772 cordset for Level 1 charging,A ANDROID_PAY APPLE_PAY CREDIT D Debit M V,,,,2,4,,1 Conductive 120V,Non-Networked,,GPS,41.355486,-72.093784,2024-04-14,36928,2025-02-12 00:16:32 UTC,LG,,,2013-07-01,,,,,J1772 NEMA520,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,Park 'N Fly - Bradley International Airport,1186 South St,NULL,Suffield,CT,6078,,800-218-1297,E,,Public,24 hours daily; pay lot; see attendant for access; Drivers must bring their own J1772 cordset for Level 1 charging,,,,,1,1,,,Non-Networked,,200-9,41.951328,-72.663078,2024-06-13,36932,2025-02-12 00:16:32 UTC,P,,,2011-12-15,,,,,J1772 NEMA515,US,,,,Public,,public,,,AIRPORT,,,,,,,Free with valet,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,GTC HORIZON MAINLOT,4940 88th Avenue,NULL,Kenosha,WI,53144,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.592469,-87.915847,2025-10-20,36949,2025-10-20 01:19:20 UTC,,,,2010-10-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,MGE GREENWAY STAT,1611 Aspen Commons,In front of Biaggi's,Middleton,WI,53562,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,43.091229,-89.52884,2025-10-20,36951,2025-10-20 01:00:01 UTC,,,,2010-10-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,Baker Electric Building,7100 Euclid Ave,Euclid Avenue and E 71st St,Cleveland,OH,44103,,216-407-7580,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,200-9,41.503373,-81.639054,2024-12-10,37097,2025-02-12 00:16:32 UTC,P,,,2010-12-15,,,,,J1772,US,,,,Public,,public,,,PARKING_LOT,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,MD,FALSE,
ELEC,McDonald's,116 5th Ave,NULL,Huntington,WV,25703,,304-522-6280,E,,Public,24 hours daily; for customer use only; see inside for access,,,,,,2,,,Non-Networked,,GPS,38.417603,-82.456866,2023-09-14,37104,2024-01-31 22:07:01 UTC,P,,,2010-12-15,,,,,J1772,US,,,,Public,,public,,,RESTAURANT,,,,,,,Free,,,,,,,,,,TRUE,,,,,,,,LD,FALSE,
ELEC,Agilix Solutions,2023 Westport Center Dr,NULL,St. Louis,MO,63146,,314-569-3122,E,,Public,24 hours daily; employee and visitor use only,,,,,,1,,,Non-Networked,,200-8,38.694036,-90.4218,2023-08-10,37166,2024-01-31 22:07:01 UTC,P,,,2011-02-15,,,,,J1772,US,,,,Public,,public,,,OFFICE_BLDG,,,,,,,Free,,,,,,,,,,TRUE,,,,,,,,LD,TRUE,
ELEC,HILLSBORO OR MAIN ST 1,150 E Main St,In Front of City Hall,Hillsboro,OR,97123,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,45.522609,-122.988535,2025-10-20,37170,2025-10-20 01:14:47 UTC,,,,2010-11-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,HILLSBORO OR ITF EV-8,253 SE 8th Ave,NULL,Hillsboro,OR,97123,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,45.520533,-122.978089,2025-10-20,37171,2025-10-20 01:45:07 UTC,,,,2010-11-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,BELLEVUE BELLEVUE CH 1,450 110th Ave NE,Visitor Parking. First Left-hand Turn.,Bellevue,WA,98004,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.614744,-122.193162,2025-10-20,37181,2025-10-20 01:19:17 UTC,,,,2010-12-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,Oregon Museum of Science and Industry (OMSI) - North Parking Lot,1945 SE Water Ave,Near building in north parking lot,Portland,OR,97214,,800-955-6674,E,,Public,24 hours daily; for customer use only,,,,,,1,,,Non-Networked,,GPS,45.509326,-122.666392,2025-05-12,37651,2025-05-12 16:15:59 UTC,P,,,2008-10-15,,,,,J1772,US,,,,Public,,public,,,MUSEUM,,,,,,,Free,,,,,,,,,,TRUE,,,,,,,,LD,FALSE,
ELEC,Liberty Park,520 E,520 East. Liberty Park west side loop. Road parking stall near the north end of the tennis courts,Salt Lake City,UT,84119,,801-535-6630,E,,Public,24 hours daily; maximum session time of 4 hours,,,,,,4,,,Non-Networked,,GPS,40.74686,-111.876,2024-11-06,37655,2025-02-12 00:16:32 UTC,LG,,,2010-12-15,,,,,J1772,US,,,,Public,,public,,,PARK,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,The Hartford Financial Services Group,1 Griffin Rd N,North corner of main parking lot,Windsor,CT,6095,,,E,,Private,Employee and visitor use only,,,,,,6,,,Non-Networked,,GPS,41.879631,-72.729919,2024-11-06,37681,2025-02-12 00:16:32 UTC,P,,,2011-04-01,,,,,J1772,US,,,,Privé,,private,,,OFFICE_BLDG,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,
ELEC,JCCC MTC,12345 College Blvd,In the parking garage NW to the Carlsen Ctr,Overland Park,KS,66210,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,38.92591,-94.72819,2025-10-20,37683,2025-10-20 01:33:58 UTC,,,,2011-08-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,City of Delray Beach - Banker's Row Parking Lot,200 NE 1st Ave,"Intersection of NE 1st Avenue and NE 2nd Street, two blocks north of Old School Square",Delray Beach,FL,33444,,561-243-7000,E,,Public,24 hours daily,,,,,,3,,,Non-Networked,,GPS,26.465314,-80.07219,2025-09-12,37835,2025-09-12 21:22:13 UTC,LG,,,2011-06-15,,,,,J1772,US,,,,Public,,public,,,PARKING_LOT,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,KING COUNTY DES ISSAQUAH P&R 2,1755 Highlands Dr NE,garage,Issaquah,WA,98027,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.545324,-122.0195,2025-10-20,38082,2025-10-20 01:44:05 UTC,,,,2008-02-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,King County - King County Van Distribution Center,18655 NE Union Hill Rd,Off NE Union Hill Road between 188th Ave NE and 178th Pl NE,Redmond,WA,98052,,,E,,Private,Fleet use only,,,,,,3,,,Non-Networked,,200-9,47.675897,-122.091237,2025-07-03,38083,2025-07-03 19:15:09 UTC,LG,,,2011-07-15,,,,,J1772,US,,,,Privé,,private,,,MUNI_GOV,,,,,,,,,,,,,,,,,,,,,,,,,LD,FALSE,
ELEC,Eversource,56 Prospect St,NULL,Hartford,CT,6106,,,E,,Private,,,,,,,2,,,Non-Networked,,200-9,41.765253,-72.671569,2024-08-15,38096,2025-02-12 00:16:32 UTC,P,,,2015-11-02,,,,,J1772,US,,,,Privé,,private,,,UTILITY,,,,,,,,,,,,,,,,,,,,,,,,,LD,FALSE,
ELEC,SEAPORT GARAGE EAST GARAGE2 P1,1 Seaport Ln,Seaport parking East P1,Boston,MA,2210,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.349249,-71.040928,2025-10-20,38254,2025-10-20 01:17:25 UTC,,,,2009-03-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,City of Columbia - Cannon Garage,1100 Taylor St,NULL,Columbia,SC,29201,,803-545-4015,E,,Public,24 hours daily; pay lot,,,,,,8,,,Non-Networked,,GPS,34.00741493,-81.0348006,2025-07-03,38298,2025-07-03 19:15:09 UTC,LG,,,2011-03-15,,,,,J1772,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,City of Columbia - Washington Street Garage,1100 Washington St,NULL,Columbia,SC,29201,,803-545-4015,E,,Public,Garage business hours; pay lot,,,,,,2,,,Non-Networked,,200-9,34.003323,-81.035693,2025-07-03,38299,2025-07-03 19:15:09 UTC,LG,,,2011-03-15,,,,,J1772,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,City of Columbia - Arsenal Hill Garage,1812 Lincoln St,NULL,Columbia,SC,29201,,803-545-4015,E,,Public,Garage business hours; pay lot,,,,,,2,,,Non-Networked,,200-9,34.008409,-81.041802,2025-07-03,38300,2025-07-03 19:15:09 UTC,LG,,,2011-03-15,,,,,J1772,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,City of Columbia - Lincoln Street Garage,820 Washington St,NULL,Columbia,SC,29201,,803-545-4015,E,,Public,Garage business hours; pay lot,,,,,,2,,,Non-Networked,,200-8,34.002255,-81.040219,2025-07-03,38301,2025-07-03 19:15:09 UTC,LG,,,2011-03-15,,,,,J1772,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,Greenville Zoo,150 Cleveland Park Dr,NULL,Greenville,SC,29601,,864-467-4300,E,,Public,Zoo hours,,,,,,2,,,Non-Networked,,200-9,34.84709,-82.387269,2025-07-03,38302,2025-07-03 19:15:09 UTC,LG,,,2011-03-15,,,,,J1772,US,,,,Public,,public,,,OTHER_ENTERTAINMENT,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,City of Greenville - Poinsett Garage,25 W McBee Ave,NULL,Greenville,SC,29601,,864-467-4900,E,,Public,24 hours daily; pay lot,,,,,,4,,,Non-Networked,,200-9,34.849724,-82.400667,2024-10-11,38303,2025-02-12 00:16:32 UTC,LG,,,2011-03-01,,,,,J1772,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,City of Greenville - Spring Street Garage,316 S Spring St,NULL,Greenville,SC,29601,,864-467-4900,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,200-9,34.849889,-82.397797,2024-10-11,38304,2025-02-12 00:16:32 UTC,LG,,,2011-03-15,,,,,J1772,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,City of Greenville - Church Street Garage,320 N Church St,NULL,Greenville,SC,29601,,864-467-4900,E,,Public,24 hours daily; pay lot,,,,,,2,,,Non-Networked,,200-9,34.852754,-82.393113,2024-10-11,38305,2025-02-12 00:16:32 UTC,LG,,,2011-03-15,,,,,J1772,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,City of Columbia - Park Street Garage,1007 Park St,NULL,Columbia,SC,29201,,803-545-4015,E,,Public,Garage business hours; pay lot,,,,,,2,,,Non-Networked,,200-9,33.997786,-81.036161,2025-07-03,38306,2025-07-03 19:15:09 UTC,LG,,,2011-03-15,,,,,J1772,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,City of Greenville - Commons Garage,60 Beattie Pl,NULL,Greenville,SC,29601,,864-467-4900,E,,Public,24 hours daily; pay lot,,,,,,2,,,Non-Networked,,200-9,34.852789,-82.396195,2024-10-11,38307,2025-02-12 00:16:32 UTC,LG,,,2011-03-15,,,,,J1772,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,Liberty Square Garage,65 Beattie Pl,NULL,Greenville,SC,29601,,864-467-4900,E,,Public,24 hours daily; pay lot,,,,,,2,,,Non-Networked,,200-9,34.85335,-82.394826,2024-10-11,38308,2025-02-12 00:16:32 UTC,LG,,,2011-03-15,,,,,J1772,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,City of Greenville - Richardson Garage,66 Richardson St,NULL,Greenville,SC,29601,,864-467-4900,E,,Public,24 hours daily; pay lot,,,,,,2,1,,Non-Networked,,200-9,34.852437,-82.399901,2024-10-11,38309,2025-02-12 00:16:32 UTC,LG,,,2011-03-15,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,Timken Sports Complex,725 Rice Ave,NULL,Union,SC,29379,,864-427-0150,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,200-9,34.716556,-81.648482,2025-06-06,38312,2025-06-06 18:42:11 UTC,LG,,,2011-03-15,,,,,J1772,US,,,,Public,,public,,,REC_SPORTS_FACILITY,,,,,,,Free,,,,,,,,,NONE,FALSE,,,,,,,,LD,FALSE,
ELEC,Lockhart Power,420 River St,NULL,Lockhart,SC,29364,,864-545-2211,E,,Public,24 hours daily,,,,,,6,,,Non-Networked,,GPS,34.77993955,-81.45735907,2023-12-13,38313,2025-05-29 14:37:51 UTC,LG,,,2011-03-15,,,,,J1772,US,,,,Public,,public,,,UTILITY,,,,,,,Free,,,,,,,,,HYDRO,FALSE,,,,,,,,LD,FALSE,
ELEC,Toyota of Santa Monica,801 Santa Monica Blvd,At Lincoln Ct,Santa Monica,CA,90401,,310-394-6744,E,,Public - Call ahead,Dealership business hours; priority for customer use,,,,,,3,,,Non-Networked,,200-9,34.019875,-118.49151,2022-08-10,38379,2024-12-13 14:49:36 UTC,P,,,2010-11-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,,,,,,,,,,,TRUE,,,,,,,,LD,FALSE,
ELEC,Parc 55 Hotel,55 Cyril Magnin,NULL,San Francisco,CA,94102,,415-392-8000,T,01/01/2024,TEMPORARILY UNAVAILABLE (Public),24 hours daily; pay lot,,,,,,1,,,Non-Networked,,200-9,37.784871,-122.408991,2023-09-14,38517,2024-01-31 22:07:01 UTC,P,,,2011-02-01,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,public,,,HOTEL,,,,,,,,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,Beach & Hyde Garage,655 Beach St,NULL,San Francisco,CA,94109,,415-447-0232,E,,Public,24 hours daily; pay lot,,,,,,5,,,Non-Networked,,200-8,37.806798,-122.419488,2023-09-14,38518,2024-01-31 22:07:01 UTC,P,,,2011-02-01,,,,,J1772,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,City of Santa Monica - Civic Parking Garage,333 Civic Center Dr,1st floor of parking garage,Santa Monica,CA,90401,,310-458-8516,E,,Public,24 hours daily; pay lot,,,,,,12,2,,Non-Networked,,GPS,34.010528,-118.4898,2023-01-10,38521,2023-02-14 15:54:11 UTC,LG,,,2010-11-15,,,,,CHADEMO J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,Free,,,,,,,,,SOLAR,FALSE,,,,,,,,LD,FALSE,
ELEC,Denver International Airport - Canopy Airport Parking,8100 Tower Rd,Located in the indoor valet and covered self-parking,Commerce City,CO,80022,,303-574-9800,E,,Public,24 hours daily; pay lot,,,,,18,9,1,,Non-Networked,,GPS,39.843886,-104.771138,2024-01-09,38522,2024-01-31 22:07:01 UTC,P,,,2010-10-19,,,,,CHADEMO J1772 NEMA515,US,,,,Public,,public,,,PARKING_LOT,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,Charles Hotel - Harvard Square,1 Bennett St,NULL,Cambridge,MA,2138,,617-864-1200,E,,Public,24 hours daily; pay lot; Drivers must bring their own J1772 cordset for Level 1 charging,,,,,1,4,,,Non-Networked,,200-9,42.372442,-71.122882,2023-02-13,38525,2023-11-16 19:26:22 UTC,P,,,2010-09-13,,,,,J1772 NEMA515,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,TRUE,,,,,,,,LD,FALSE,
ELEC,Peaches Bed & Breakfast,29 Gay Ave SE,NULL,Grand Rapids,MI,49503,,616-454-8000,E,,Public - Call ahead,24 hours daily; guest use only,,,,,,1,,,Non-Networked,,200-9,42.962078,-85.659019,2023-06-12,38778,2024-01-31 22:07:01 UTC,P,,,2011-04-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,B_AND_B,,,,,,,Free,,,,,,,,,,TRUE,,,,,,,,LD,FALSE,
ELEC,City Hall Annex - Town of Normal,100 E Phoenix Ave,"Right off Linden St, south side of police station",Normal,IL,61761,,309-454-2444,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,GPS,40.507796,-88.982897,2024-10-11,38855,2025-02-12 00:16:32 UTC,LG,,,2011-04-15,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,College Avenue Parking Deck,101 W Mulberry St,Located on lowest level of parking deck,Normal,IL,61761,,309-454-2444,E,,Public,24 hours daily; parking fee,,,,,,3,,,Non-Networked,,GPS,40.511172,-88.984985,2024-10-11,38856,2025-02-12 00:16:32 UTC,LG,,,2011-04-15,,,,,J1772,US,,,,Public,,public,,,PARKING_GARAGE,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,3M,3M Center Dr,NULL,St. Paul,MN,55117,,,E,,Private,Employee use only; Drivers must bring their own J1772 cordset for Level 1 charging,,,,,42,2,,,Non-Networked,,GPS,44.95121,-92.9952,2023-03-08,38887,2025-10-06 16:24:30 UTC,P,,,2014-12-11,,,,,J1772 NEMA520,US,,,,Privé,,private,,,OFFICE_BLDG,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,
ELEC,UWB CASCADIA CC NORTH LEVEL 3 N,18500 Campus Way NE,Just to the right as you enter the north garage.,Bothell,WA,98011,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.761878,-122.191915,2025-10-20,38952,2025-10-20 01:13:45 UTC,,,,2011-03-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,CITY OF REDMOND CITY HALL DUAL,15670 NE 85th St,NULL,Redmond,WA,98052,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.679224,-122.12995,2025-10-20,38959,2025-10-20 01:04:55 UTC,,,,2011-03-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,CITY OF REDMOND MOC #1 PUBLIC,18080 NE 76th St,NULL,Redmond,WA,98052,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.672359,-122.099034,2025-10-20,38966,2025-10-20 01:04:55 UTC,,,,2011-03-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
